"mon","prez_gop","gov_gop","sen_gop","rep_gop","prez_dem","gov_dem","sen_dem","rep_dem"
1982-01-15,1,24,54,196,0,27,47,246
1982-02-15,1,24,54,196,0,27,47,246
1982-03-15,1,24,54,196,0,27,47,246
1982-04-15,1,24,54,196,0,27,47,246
1982-05-15,1,24,54,196,0,27,47,246
1982-06-15,1,24,54,196,0,27,47,246
1982-07-15,1,24,54,196,0,27,47,246
1982-08-15,1,24,54,196,0,27,47,246
1982-09-15,1,24,54,196,0,27,47,246
1982-10-15,1,24,54,196,0,27,47,246
1982-11-15,1,24,54,196,0,27,47,246
1982-12-15,1,24,54,196,0,27,47,246
1983-01-15,1,16,55,168,0,34,46,272
1983-02-15,1,16,55,168,0,34,46,272
1983-03-15,1,16,55,168,0,34,46,272
1983-04-15,1,16,55,168,0,34,46,271
1983-05-15,1,16,55,168,0,34,46,271
1983-06-15,1,16,55,168,0,34,46,271
1983-07-15,1,16,55,168,0,34,46,272
1983-08-15,1,16,55,168,0,34,46,272
1983-09-15,1,16,55,168,0,34,46,272
1983-10-15,1,16,55,168,0,34,46,272
1983-11-15,1,16,55,168,0,34,46,272
1983-12-15,1,16,55,168,0,34,46,272
1984-01-15,1,16,55,168,0,34,45,271
1984-02-15,1,16,55,168,0,34,45,271
1984-03-15,1,15,55,168,0,34,45,271
1984-04-15,1,15,55,168,0,34,45,271
1984-05-15,1,15,55,168,0,35,45,271
1984-06-15,1,15,55,168,0,35,45,271
1984-07-15,1,15,55,168,0,35,45,271
1984-08-15,1,15,55,168,0,35,45,271
1984-09-15,1,15,55,168,0,35,45,271
1984-10-15,1,15,55,168,0,35,45,271
1984-11-15,1,15,55,168,0,35,45,271
1984-12-15,1,15,55,168,0,35,45,271
1985-01-15,1,16,53,183,0,34,47,257
1985-02-15,1,16,53,183,0,34,47,257
1985-03-15,1,16,53,183,0,34,47,257
1985-04-15,1,16,53,183,0,34,47,257
1985-05-15,1,16,53,183,0,34,47,257
1985-06-15,1,16,53,183,0,34,47,257
1985-07-15,1,16,53,183,0,34,47,257
1985-08-15,1,16,53,183,0,34,47,257
1985-09-15,1,16,53,183,0,34,47,257
1985-10-15,1,16,53,183,0,34,47,257
1985-11-15,1,16,53,183,0,34,47,257
1985-12-15,1,16,53,183,0,34,47,257
1986-01-15,1,16,53,183,0,34,48,257
1986-02-15,1,16,53,183,0,34,48,257
1986-03-15,1,16,53,183,0,34,48,257
1986-04-15,1,16,53,183,0,34,48,257
1986-05-15,1,16,53,183,0,34,48,257
1986-06-15,1,16,53,183,0,34,48,257
1986-07-15,1,16,54,183,0,34,48,257
1986-08-15,1,16,54,183,0,34,48,257
1986-09-15,1,16,54,183,0,34,48,257
1986-10-15,1,16,54,183,0,34,48,257
1986-11-15,1,16,54,183,0,34,48,257
1986-12-15,1,16,54,183,0,34,48,257
1987-01-15,1,24,46,179,0,27,55,262
1987-02-15,1,24,46,179,0,27,55,262
1987-03-15,1,24,46,179,0,27,55,262
1987-04-15,1,24,46,179,0,27,55,262
1987-05-15,1,24,46,179,0,27,55,262
1987-06-15,1,24,46,179,0,27,55,262
1987-07-15,1,24,46,179,0,27,55,262
1987-08-15,1,24,46,179,0,27,55,262
1987-09-15,1,24,46,179,0,27,55,262
1987-10-15,1,24,46,179,0,27,55,262
1987-11-15,1,24,46,179,0,27,55,262
1987-12-15,1,24,46,179,0,27,55,262
1988-01-15,1,24,46,179,0,28,54,262
1988-02-15,1,24,46,179,0,28,54,262
1988-03-15,1,25,46,179,0,28,54,262
1988-04-15,1,24,46,179,0,28,54,262
1988-05-15,1,24,46,179,0,28,54,262
1988-06-15,1,24,46,179,0,28,54,262
1988-07-15,1,24,46,178,0,28,54,262
1988-08-15,1,24,46,178,0,28,54,262
1988-09-15,1,24,46,178,0,28,54,262
1988-10-15,1,24,46,178,0,28,54,262
1988-11-15,1,24,46,179,0,28,54,262
1988-12-15,1,24,46,179,0,28,54,262
1989-01-15,1,23,46,178,0,29,55,264
1989-02-15,1,23,46,178,0,29,55,264
1989-03-15,1,23,46,178,0,29,55,264
1989-04-15,1,23,46,178,0,29,55,264
1989-05-15,1,23,46,178,0,29,55,264
1989-06-15,1,23,46,178,0,29,55,262
1989-07-15,1,23,46,178,0,29,55,261
1989-08-15,1,23,46,178,0,29,55,261
1989-09-15,1,23,46,178,0,29,55,261
1989-10-15,1,23,46,178,0,29,55,261
1989-11-15,1,23,46,178,0,29,55,261
1989-12-15,1,23,46,178,0,29,55,261
1990-01-15,1,22,46,176,0,30,55,258
1990-02-15,1,22,46,176,0,30,55,258
1990-03-15,1,22,46,176,0,30,55,258
1990-04-15,1,22,46,176,0,30,55,258
1990-05-15,1,22,46,176,0,30,55,257
1990-06-15,1,22,46,176,0,30,56,257
1990-07-15,1,22,46,176,0,30,56,257
1990-08-15,1,22,46,176,0,30,56,257
1990-09-15,1,22,46,176,0,30,56,257
1990-10-15,1,22,46,176,0,30,56,258
1990-11-15,1,22,46,176,0,30,56,259
1990-12-15,1,22,46,176,0,30,56,259
1991-01-15,1,20,45,168,0,29,57,269
1991-02-15,1,20,45,168,0,29,57,269
1991-03-15,1,21,45,166,0,28,57,269
1991-04-15,1,21,45,166,0,28,57,269
1991-05-15,1,21,45,166,0,28,57,268
1991-06-15,1,21,45,166,0,28,57,268
1991-07-15,1,21,45,166,0,28,57,268
1991-08-15,1,21,45,166,0,29,57,268
1991-09-15,1,21,45,166,0,29,57,268
1991-10-15,1,21,45,166,0,29,57,268
1991-11-15,1,21,45,167,0,29,57,269
1991-12-15,1,21,45,167,0,29,57,269
1992-01-15,1,20,43,166,0,27,58,268
1992-02-15,1,20,43,166,0,27,58,268
1992-03-15,1,20,43,166,0,28,58,268
1992-04-15,1,20,43,166,0,28,58,268
1992-05-15,1,20,43,166,0,28,58,268
1992-06-15,1,20,43,166,0,28,58,268
1992-07-15,1,20,43,166,0,28,58,268
1992-08-15,1,20,43,166,0,28,58,268
1992-09-15,1,20,43,166,0,28,58,268
1992-10-15,1,20,43,166,0,28,59,268
1992-11-15,1,20,43,166,0,28,60,270
1992-12-15,1,20,43,166,0,28,60,270
1993-01-15,0,18,46,175,1,30,57,255
1993-02-15,0,18,46,175,1,30,57,255
1993-03-15,0,18,46,175,1,30,57,255
1993-04-15,0,18,46,175,1,30,57,256
1993-05-15,0,17,46,177,1,31,57,257
1993-06-15,0,17,46,178,1,31,57,258
1993-07-15,0,17,46,178,1,31,57,258
1993-08-15,0,17,46,178,1,31,57,258
1993-09-15,0,17,46,178,1,31,57,258
1993-10-15,0,17,46,178,1,31,57,258
1993-11-15,0,17,46,178,1,31,57,258
1993-12-15,0,17,46,178,1,31,57,258
1994-01-15,0,19,48,178,1,28,54,257
1994-02-15,0,19,48,178,1,28,54,257
1994-03-15,0,19,48,178,1,28,54,257
1994-04-15,0,19,48,178,1,28,54,256
1994-05-15,0,19,48,178,1,28,54,256
1994-06-15,0,19,48,178,1,28,54,256
1994-07-15,0,19,48,178,1,28,54,256
1994-08-15,0,19,48,178,1,28,54,256
1994-09-15,0,19,48,178,1,28,54,256
1994-10-15,0,19,48,178,1,28,54,256
1994-11-15,0,19,48,178,1,28,54,256
1994-12-15,0,19,48,178,1,28,54,256
1995-01-15,0,30,54,235,1,20,46,199
1995-02-15,0,30,54,235,1,20,46,199
1995-03-15,0,30,54,235,1,20,46,199
1995-04-15,0,30,54,235,1,20,46,199
1995-05-15,0,30,54,235,1,20,46,199
1995-06-15,0,30,54,235,1,20,46,199
1995-07-15,0,30,54,235,1,20,46,199
1995-08-15,0,30,54,235,1,20,46,199
1995-09-15,0,30,54,235,1,20,46,199
1995-10-15,0,30,54,235,1,20,46,199
1995-11-15,0,30,54,235,1,20,46,199
1995-12-15,0,30,54,235,1,20,46,199
1996-01-15,0,31,54,236,1,19,47,196
1996-02-15,0,31,54,236,1,19,47,196
1996-03-15,0,31,54,236,1,19,47,195
1996-04-15,0,31,54,236,1,19,47,196
1996-05-15,0,31,54,236,1,19,47,197
1996-06-15,0,31,54,236,1,19,47,198
1996-07-15,0,32,54,235,1,19,47,198
1996-08-15,0,32,54,235,1,19,47,198
1996-09-15,0,32,54,235,1,19,47,198
1996-10-15,0,32,54,235,1,19,47,198
1996-11-15,0,32,55,235,1,19,47,198
1996-12-15,0,32,55,235,1,19,47,198
1997-01-15,0,32,55,227,1,18,45,207
1997-02-15,0,32,55,227,1,18,45,207
1997-03-15,0,32,55,227,1,18,45,207
1997-04-15,0,32,55,227,1,18,45,207
